Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview,Number_of_genres,Title_len,sep_Overview,IMDB_Rating_power_2_plus_price,Rating_trans,IMDB_Rating_norm_sum,IMDB_Rating_sub_mean,IMDB_Rating_norm_minmax,is_top_movie,Rating_on_1_to_2_scale,random_score,Genre_code,orig_index
Se7en,1995,"Crime, Drama, Mystery",127 min,8.6,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",3,5,2,82.55999999999999,2.932575659723036,0.0027840725153771445,0.40636604774537055,0.461538461538461,0,1,52,82,655
How to Train Your Dragon,2010,"Animation, Action, Adventure",98 min,8.1,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",3,24,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,9,38,657
The Incredibles,2004,"Animation, Action, Adventure",115 min,8.0,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.",3,15,2,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,46,38,660
Cool Hand Luke,1967,"Crime, Drama",127 min,8.1,"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.",2,14,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,4,78,661
Papillon,1973,"Biography, Crime, Drama",151 min,8.0,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",3,8,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,49,54,662
Sling Blade,1996,Drama,135 min,8.0,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",1,11,2,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,91,87,664
Mandariinid,2013,"Drama, War",87 min,8.2,"In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in.",2,11,4,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,20,118,667
Django Unchained,2012,"Drama, Western",165 min,8.4,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",2,16,1,78.96000000000001,2.898275349237888,0.0027193266429265135,0.20636604774537126,0.3076923076923078,0,1,63,119,668
Chhichhore,2019,"Comedy, Drama",143 min,8.2,"A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.",2,10,3,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,21,68,671
3 Idiots,2009,"Comedy, Drama",170 min,8.4,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",2,8,1,78.96000000000001,2.898275349237888,0.0027193266429265135,0.20636604774537126,0.3076923076923078,0,1,41,68,676
The Matrix,1999,"Action, Sci-Fi",136 min,8.7,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",2,10,1,84.38999999999999,2.949576240750525,0.00281644545160246,0.5063660477453702,0.5384615384615377,0,1,72,21,678
"Swades: We, the People",2004,Drama,210 min,8.2,A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.,1,22,0,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,92,87,679
American History X,1998,Drama,119 min,8.5,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,1,18,0,80.75,2.9154759474226504,0.002751699579151829,0.3063660477453709,0.3846153846153844,0,1,49,87,680
Yeopgijeogin geunyeo,2001,"Comedy, Drama, Romance",137 min,8.0,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train.",3,20,2,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,68,71,682
Dial M for Murder,1954,"Crime, Thriller",105 min,8.2,A former tennis player tries to arrange his wife's murder after learning of her affair.,2,17,0,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,12,86,683
Rush,2013,"Action, Biography, Drama",123 min,8.1,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,3,4,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,90,7,685
City Lights,1931,"Comedy, Drama, Romance",87 min,8.5,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",3,11,1,80.75,2.9154759474226504,0.002751699579151829,0.3063660477453709,0.3846153846153844,0,1,89,71,687
Serbuan maut 2: Berandal,2014,"Action, Crime, Thriller",150 min,8.0,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",3,24,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,6,12,689
The Man Who Shot Liberty Valance,1962,"Drama, Western",123 min,8.1,A senator returns to a western town for the funeral of an old friend and tells the story of his origins.,2,32,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,6,119,693
"Crna macka, beli macor",1998,"Comedy, Crime, Romance",127 min,8.1,Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.,3,22,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,69,65,695
All Quiet on the Western Front,1930,"Drama, War",152 min,8.0,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",2,30,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,77,118,697
Arsenic and Old Lace,1942,"Comedy, Crime, Thriller",118 min,8.0,A writer of books on the futility of marriage risks his reputation when he decides to get married. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.,3,20,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,98,67,698
"Paris, Texas",1984,Drama,145 min,8.1,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",1,12,5,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,39,87,702
Haider,2014,"Action, Crime, Drama",160 min,8.1,"A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate.",3,6,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,87,11,703
"Lock, Stock and Two Smoking Barrels",1998,"Action, Comedy, Crime",107 min,8.2,"A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.",3,35,6,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,13,8,704
Beauty and the Beast,1991,"Animation, Family, Fantasy",84 min,8.0,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,3,20,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,36,52,707
Idi i smotri,1985,"Drama, Thriller, War",142 min,8.3,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",3,12,1,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,62,117,712
The Iron Giant,1999,"Animation, Action, Adventure",86 min,8.0,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,3,14,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,94,38,714
The Godfather,1972,"Crime, Drama",175 min,9.2,An organized crime dynasty's aging patriarch transfers control of his clandestine empire to his reluctant son.,2,13,0,93.83999999999999,3.03315017762062,0.0029783101327290383,1.0063660477453702,0.923076923076922,0,1,13,78,715
Paths of Glory,1957,"Drama, War",88 min,8.4,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",2,14,1,78.96000000000001,2.898275349237888,0.0027193266429265135,0.20636604774537126,0.3076923076923078,0,1,83,118,719
Soul,2020,"Animation, Adventure, Comedy",100 min,8.1,"After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.",3,4,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,49,42,720
Whiplash,2014,"Drama, Music",106 min,8.5,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,2,8,0,80.75,2.9154759474226504,0.002751699579151829,0.3063660477453709,0.3846153846153844,0,1,11,104,721
The Graduate,1967,"Comedy, Drama, Romance",106 min,8.0,A disillusioned college graduate finds himself torn between his older lover and her daughter.,3,12,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,44,71,724
The Best Years of Our Lives,1946,"Drama, Romance, War",170 min,8.0,Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,3,27,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,85,113,725
G.O.R.A.,2004,"Adventure, Comedy, Sci-Fi",127 min,8.0,A slick young Turk kidnapped by extraterrestrials shows his great « humanitarian spirit » by outwitting the evil commander-in-chief of the planet of G.O.R.A.,3,8,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,20,26,726
Miracle in cell NO.7,2019,Drama,132 min,8.3,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six years old daughter. The prison would be their home. Based on the 2013 Korean movie 7-beon-bang-ui seon-mul (2013).,1,20,0,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,71,87,727
Guardians of the Galaxy,2014,"Action, Adventure, Comedy",121 min,8.0,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,3,23,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,83,1,728
Tropa de Elite 2: O Inimigo Agora é Outro,2010,"Action, Crime, Drama",115 min,8.0,"After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups.",3,41,3,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,98,11,731
Kill Bill: Vol. 1,2003,"Action, Crime, Drama",111 min,8.1,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",3,17,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,12,11,733
The Lord of the Rings: The Two Towers,2002,"Action, Adventure, Drama",179 min,8.7,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",3,37,3,84.38999999999999,2.949576240750525,0.00281644545160246,0.5063660477453702,0.5384615384615377,0,1,28,2,734
La Grande Illusion,1937,"Drama, War",113 min,8.1,"During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress.",2,18,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,69,118,735
Festen,1998,Drama,105 min,8.0,"At Helge's 60th birthday party, some unpleasant family truths are revealed.",1,6,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,58,87,737
Fitzcarraldo,1982,"Adventure, Drama",158 min,8.1,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle.",2,12,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,26,27,738
Andaz Apna Apna,1994,"Action, Comedy, Romance",160 min,8.2,Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.,3,15,0,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,10,9,739
Catch Me If You Can,2002,"Biography, Crime, Drama",141 min,8.1,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",3,19,3,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,45,54,748
Rashômon,1950,"Crime, Drama, Mystery",88 min,8.2,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",3,8,2,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,84,82,753
Spider-Man: Into the Spider-Verse,2018,"Animation, Action, Adventure",117 min,8.4,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.",3,33,1,78.96000000000001,2.898275349237888,0.0027193266429265135,0.20636604774537126,0.3076923076923078,0,1,67,38,759
The Big Lebowski,1998,"Comedy, Crime, Sport",117 min,8.1,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",3,16,2,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,58,66,764
Interstellar,2014,"Adventure, Drama, Sci-Fi",169 min,8.6,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,3,12,0,82.55999999999999,2.932575659723036,0.0027840725153771445,0.40636604774537055,0.461538461538461,0,1,59,30,765
Mr. Smith Goes to Washington,1939,"Comedy, Drama",129 min,8.1,"A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",2,28,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,58,68,766
La règle du jeu,1939,"Comedy, Drama",110 min,8.0,"A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau.",2,15,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,33,68,767
Hera Pheri,2000,"Action, Comedy, Crime",156 min,8.2,"Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?",3,10,1,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,53,8,768
The Elephant Man,1980,"Biography, Drama",124 min,8.1,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",2,16,2,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,46,55,769
The Treasure of the Sierra Madre,1948,"Adventure, Drama, Western",126 min,8.2,Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,3,32,0,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,18,33,771
The Straight Story,1999,"Biography, Drama",112 min,8.0,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.,2,18,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,7,55,772
Being There,1979,"Comedy, Drama",130 min,8.0,"A simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful businessman and an insider in Washington politics.",2,11,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,93,68,774
The Revenant,2015,"Action, Adventure, Drama",156 min,8.0,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,3,12,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,79,2,776
White Heat,1949,"Action, Crime, Drama",114 min,8.1,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,3,10,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,52,11,778
K.G.F: Chapter 1,2018,"Action, Drama",156 min,8.2,"In the 1970s, a fierce rebel rises against brutal oppression and becomes the symbol of hope to legions of downtrodden people.",2,16,1,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,6,13,780
Good Will Hunting,1997,"Drama, Romance",126 min,8.3,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",2,17,3,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,27,111,783
Mar adentro,2014,"Biography, Drama",126 min,8.0,"The factual story of Spaniard Ramon Sampedro, who fought a thirty-year campaign in favor of euthanasia and his own right to die.",2,11,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,58,55,784
Drishyam,2013,"Crime, Drama, Thriller",160 min,8.3,A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.,3,8,0,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,94,84,785
The Wizard of Oz,1939,"Adventure, Family, Fantasy",102 min,8.0,Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.,3,16,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,90,34,786
Zootopia,2016,"Animation, Adventure, Comedy",108 min,8.0,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",3,8,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,70,42,787
Barfi!,2012,"Comedy, Drama, Romance",151 min,8.1,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,3,6,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,30,71,788
Ikiru,1952,Drama,143 min,8.3,A bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer.,1,5,0,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,4,87,790
Soorarai Pottru,2020,Drama,153 min,8.6,"Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way.",1,15,0,82.55999999999999,2.932575659723036,0.0027840725153771445,0.40636604774537055,0.461538461538461,0,1,8,87,792
Once Upon a Time in America,1984,"Crime, Drama",229 min,8.4,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",2,27,1,78.96000000000001,2.898275349237888,0.0027193266429265135,0.20636604774537126,0.3076923076923078,0,1,27,78,794
Aliens,1986,"Action, Adventure, Sci-Fi",137 min,8.3,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.",3,6,1,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,29,4,795
Kaze no tani no Naushika,1984,"Animation, Adventure, Fantasy",117 min,8.1,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,3,24,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,60,45,796
La dolce vita,1960,"Comedy, Drama",174 min,8.0,A series of stories following a week in the life of a philandering paparazzo journalist living in Rome.,2,13,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,94,68,798
Braveheart,1995,"Biography, Drama, History",178 min,8.3,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,3,10,0,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,56,57,799
Kôkaku Kidôtai,1995,"Animation, Action, Crime",83 min,8.0,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,3,14,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,16,39,800
Spider-Man: Into the Spider-Verse,2018,"Animation, Action, Adventure",117 min,8.4,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.",3,33,1,78.96000000000001,2.898275349237888,0.0027193266429265135,0.20636604774537126,0.3076923076923078,0,1,68,38,801
Festen,1998,Drama,105 min,8.0,"At Helge's 60th birthday party, some unpleasant family truths are revealed.",1,6,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,73,87,802
12 Angry Men,1957,"Crime, Drama",96 min,9.0,A jury holdout attempts to prevent a miscarriage of justice by forcing his colleagues to reconsider the evidence.,2,12,0,90.0,3.0,0.0029135642602784073,0.8063660477453709,0.7692307692307688,0,1,32,78,803
The Shining,1980,"Drama, Horror",146 min,8.4,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",2,11,1,78.96000000000001,2.898275349237888,0.0027193266429265135,0.20636604774537126,0.3076923076923078,0,1,50,102,804
